209715416,1081344,209780736
262144216,1118208,262176768
314573017,1110016,314617856
367001817,1085440,367079424
419430617,1142784,419463168
471859417,1150976,471891968
524288217,1114112,524357632
576717017,1167360,576741376
629145817,1114112,629235712
681574617,1134592,681648128
734003417,1134592,734076928
786432217,1130496,786518016
