209715416,36864,209743872
262144216,53248,262156288
314573017,40960,314601472
367001817,24576,367050752
419430617,65536,419446784
471859417,61440,471883776
524288217,61440,524312576
576717017,65536,576741376
629145817,69632,629170176
681574617,32768,681639936
734003417,16384,734085120
786432217,69632,786464768
