209715343,10.054054e-3,13.680479e-3,14.382776e-3,4.877389e-3,6.913212e-3,9.504215e-3
262144143,10.245571e-3,2.939509e-3,3.599416e-3,5.380573e-3,6.571418e-3,8.524538e-3
314572944,1.340668e-3,1.382928e-3,1.418869e-3,1.468445e-3,1.619092e-3,4.273058e-3
367001744,1.326784e-3,1.500411e-3,1.590633e-3,1.619184e-3,1.756355e-3,1.90204e-3
419430544,1.353908e-3,1.364477e-3,1.380792e-3,1.55321e-3,1.903013e-3,2.750245e-3
471859344,1.304865e-3,1.429329e-3,1.587574e-3,2.641516e-3,3.915183e-3,8.440476e-3
524288144,1.330488e-3,1.447017e-3,1.601197e-3,1.631407e-3,1.995035e-3,2.104901e-3
576716944,1.533605e-3,1.645195e-3,2.252517e-3,2.261142e-3,2.341262e-3,2.666996e-3
629145744,1.667656e-3,1.941621e-3,2.595538e-3,2.826552e-3,2.878031e-3,4.071453e-3
734003344,2.351509e-3,4.881093e-3,5.566069e-3,5.697941e-3,6.347682e-3,7.319544e-3
786432144,2.056012e-3,3.241836e-3,4.610499e-3,4.669974e-3,5.530809e-3,6.246007e-3
