209715343,10.054054e-3,40.484011e-3,5.19726e-3,7.910907e-3,8.021706e-3,9.559831e-3,9.568669e-3
262144143,1.401561e-3,10.328934e-3,2.164862e-3,4.258416e-3,5.113505e-3,5.380573e-3,5.617956e-3
314572944,1.382928e-3,1.621499e-3,1.633247e-3,1.700009e-3,3.410076e-3,4.107135e-3,5.264522e-3
367001744,1.397107e-3,1.408312e-3,1.481532e-3,1.636693e-3,1.756355e-3,2.03286e-3,2.287705e-3
419430544,1.150009e-3,1.241706e-3,1.364477e-3,1.426431e-3,1.778071e-3,1.903811e-3,3.176852e-3
471859344,1.269488e-3,1.341088e-3,1.462806e-3,1.728629e-3,2.006756e-3,3.915183e-3,5.951931e-3
524288144,1.413117e-3,1.475452e-3,1.594792e-3,1.601197e-3,1.835878e-3,2.679664e-3,5.542581e-3
576716944,1.530912e-3,1.565673e-3,1.602445e-3,1.789844e-3,2.249121e-3,2.666996e-3,5.099998e-3
629145744,1.558952e-3,2.183746e-3,2.230238e-3,2.5742e-3,2.602084e-3,2.826552e-3,4.072302e-3
681574544,1.46222e-3,103.882711e-3,145.882462e-3,59.422643e-3,77.147428e-3,83.567274e-3,99.583552e-3
734003344,14.976288e-3,2.351509e-3,3.399584e-3,3.933495e-3,5.846097e-3,6.012429e-3,8.931141e-3
786432144,1.584581e-3,2.045035e-3,2.056012e-3,2.223494e-3,2.576142e-3,4.396173e-3,4.888099e-3
