209715416,209739776,1667072
262144216,264237056,8192
314573017,314597376,2486272
367001817,369905664,16384
419430617,422756352,8192
471859417,475582464,16384
524288217,524320768,4116480
576717017,576749568,4526080
629145817,629178368,4935680
681574617,686948352,8192
734003417,739766272,24576
786432217,792604672,24576
